fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,type,pHValue,taste
5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,0.57,9.7,white,quite acidic,normal
6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,0.51,9.2,white,quite acidic,normal
5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,0.58,9.7,white,quite acidic,bad
5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,0.38,9.3,white,quite acidic,bad
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,0.38,9.0,white,quite acidic,bad
7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,0.61,9.5,white,very acidic,bad
6.6,0.19,0.41,8.9,0.046,51.0,169.0,0.9954,0.57,9.8,white,very acidic,normal
6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,0.58,9.8,white,very acidic,normal
7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,0.5,10.6,white,extremly acidic,bad
6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,0.47,10.6,white,very acidic,bad
7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,0.68,12.4,white,quite acidic,good
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,0.38,12.6,white,very acidic,good
6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,0.6,12.3,white,quite acidic,good
6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,0.65,10.5,white,very acidic,bad
6.7,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,0.49,9.3,white,very acidic,bad
7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,0.49,8.8,white,very acidic,bad
7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,0.47,8.8,white,very acidic,bad
6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,0.51,9.7,white,quite acidic,normal
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,0.48,9.0,white,extremly acidic,good
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,0.48,9.0,white,extremly acidic,good
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,0.48,9.0,white,extremly acidic,good
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,0.48,9.0,white,extremly acidic,good
5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,0.46,10.5,white,midly acidic,normal
7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,0.44,9.1,white,extremly acidic,bad
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,0.64,9.8,white,midly acidic,good
9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,0.38,8.5,white,quite acidic,bad
6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,0.54,9.4,white,quite acidic,normal
8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,0.57,9.4,white,very acidic,bad
7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,0.6,11.2,white,very acidic,good
7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,0.45,10.0,white,very acidic,normal
6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,0.45,10.3,white,very acidic,normal
6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,0.67,10.8,white,quite acidic,normal
8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,0.38,10.5,white,very acidic,normal
6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,0.67,10.8,white,quite acidic,normal
6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,0.43,11.1,white,quite acidic,normal
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,0.41,9.9,white,quite acidic,normal
7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,0.41,9.9,white,quite acidic,normal
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,0.41,9.9,white,quite acidic,bad
7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,0.41,9.9,white,quite acidic,normal
6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,0.42,10.4,white,quite acidic,good
6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,0.41,10.4,white,quite acidic,normal
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,0.71,11.5,white,midly acidic,good
5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,0.51,12.5,white,midly acidic,good
7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,0.45,10.0,white,quite acidic,normal
5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,0.63,10.0,white,quite acidic,normal
5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,0.62,10.0,white,quite acidic,bad
6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,0.44,9.1,white,very acidic,normal
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,0.38,10.6,white,quite acidic,normal
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,0.37,10.5,white,very acidic,bad
5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,0.43,11.5,white,midly acidic,good
6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,0.59,10.1,white,midly acidic,normal
6.0,0.1,0.24,1.1,0.041,15.0,65.0,0.9927,0.61,10.3,white,acidic,good
6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,0.37,10.5,white,very acidic,bad
6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,0.38,10.6,white,quite acidic,normal
6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,0.36,10.4,white,very acidic,normal
8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,0.55,11.4,white,very acidic,bad
7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,0.59,10.5,white,very acidic,bad
7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,0.6,10.0,white,extremly acidic,normal
6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,0.65,10.0,white,very acidic,normal
6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,0.5,9.6,white,quite acidic,normal
7.2,0.21,0.41,1.3,0.036,33.0,85.0,0.992,0.51,10.4,white,very acidic,bad
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,0.6,12.5,white,quite acidic,good
6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,0.39,10.6,white,quite acidic,bad
6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,0.4,11.8,white,quite acidic,normal
6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,0.44,9.8,white,very acidic,bad
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,0.38,10.8,white,quite acidic,bad
6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,0.4,11.8,white,quite acidic,normal
6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,0.42,11.2,white,quite acidic,normal
5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,0.42,9.3,white,quite acidic,normal
5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,0.53,10.4,white,midly acidic,bad
6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,0.85,10.2,white,midly acidic,good
7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,0.55,9.0,white,very acidic,good
8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,0.54,10.0,white,quite acidic,normal
6.4,0.26,0.42,9.7,0.044,30.0,140.0,0.9962,0.47,9.1,white,very acidic,normal
5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,0.76,10.0,white,quite acidic,bad
5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,0.75,10.0,white,quite acidic,normal
7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,0.4,9.6,white,quite acidic,normal
5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,0.51,11.2,white,quite acidic,good
6.7,0.19,0.41,15.6,0.056,75.0,155.0,0.9995,0.44,8.8,white,quite acidic,normal
7.8,0.18,0.46,13.6,0.052,38.0,118.0,0.998,0.5,10.0,white,very acidic,normal
7.6,0.17,0.45,11.2,0.054,56.0,137.0,0.997,0.47,10.0,white,very acidic,bad
6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.9914,0.74,11.4,white,quite acidic,good
7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,0.3,11.9,white,very acidic,good
5.5,0.335,0.3,2.5,0.071,27.0,128.0,0.9924,0.51,9.6,white,very acidic,normal
7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,0.3,11.9,white,very acidic,good
5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,0.57,9.6,white,quite acidic,normal
7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,0.38,9.0,white,extremly acidic,normal
7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,0.38,9.0,white,extremly acidic,normal
6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,0.78,9.5,white,very acidic,normal
10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.994,0.42,10.4,white,very acidic,normal
6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,0.59,10.6,white,quite acidic,normal
6.4,0.24,0.32,14.9,0.047,54.0,162.0,0.9968,0.5,10.2,white,quite acidic,normal
7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,0.43,8.9,white,very acidic,bad
6.8,0.15,0.3,5.3,0.05,40.0,127.0,0.9942,0.39,9.7,white,midly acidic,normal
7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,0.38,9.0,white,extremly acidic,normal
6.8,0.16,0.4,2.3,0.037,18.0,102.0,0.9923,0.42,11.4,white,midly acidic,good
6.0,0.26,0.32,3.5,0.028,29.0,113.0,0.9912,0.71,12.3,white,midly acidic,good
6.0,0.18,0.27,1.5,0.089,40.0,143.0,0.9923,0.62,10.8,white,midly acidic,normal
6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,0.45,9.4,white,very acidic,normal
7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,0.64,10.6,white,very acidic,normal
7.1,0.39,0.35,12.5,0.044,26.0,72.0,0.9941,0.29,11.6,white,very acidic,bad
6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,0.45,9.4,white,very acidic,normal
7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,0.64,10.6,white,very acidic,normal
6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,0.56,10.0,white,quite acidic,bad
7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,0.51,9.2,white,very acidic,normal
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,0.38,12.5,white,midly acidic,good
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,0.38,12.5,white,midly acidic,good
6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,0.51,10.4,white,quite acidic,good
7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,0.46,10.0,white,very acidic,good
5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,0.64,10.0,white,quite acidic,normal
6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,0.51,10.4,white,quite acidic,good
7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,0.46,10.0,white,very acidic,good
7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,0.52,9.0,white,very acidic,normal
7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,0.53,9.2,white,very acidic,normal
7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,0.51,9.2,white,very acidic,normal
6.0,0.36,0.39,3.2,0.027,20.0,125.0,0.991,0.39,11.3,white,quite acidic,good
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,0.38,12.5,white,midly acidic,good
5.0,0.17,0.56,1.5,0.026,24.0,115.0,0.9906,0.39,10.8,white,midly acidic,good
6.3,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,0.66,10.1,white,very acidic,bad
6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.995,0.46,9.7,white,quite acidic,normal
7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,0.61,9.3,white,very acidic,good
7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,0.61,9.3,white,very acidic,good
6.5,0.36,0.32,1.1,0.031,13.0,66.0,0.9916,0.46,10.6,white,very acidic,bad
6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,0.47,10.2,white,quite acidic,normal
7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.99,0.56,12.2,white,very acidic,normal
6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,0.44,8.8,white,very acidic,bad
6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,0.41,10.0,white,very acidic,bad
8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,0.39,11.4,white,very acidic,bad
6.3,0.2,0.4,1.5,0.037,35.0,107.0,0.9917,0.5,11.4,white,midly acidic,normal
5.9,0.26,0.27,18.2,0.048,52.0,168.0,0.9993,0.44,9.4,white,quite acidic,bad
6.4,0.19,0.42,2.9,0.032,32.0,83.0,0.9908,0.41,11.7,white,quite acidic,normal
6.3,0.2,0.4,1.5,0.037,35.0,107.0,0.9917,0.5,11.4,white,midly acidic,normal
6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,0.44,8.8,white,very acidic,bad
6.1,0.35,0.07,1.4,0.069,22.0,108.0,0.9934,0.52,9.2,white,quite acidic,bad
7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,0.56,8.7,white,very acidic,bad
6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.9918,0.66,12.6,white,quite acidic,normal
6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,0.41,10.0,white,very acidic,bad
5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.9896,0.39,12.8,white,quite acidic,good
6.9,0.49,0.24,1.2,0.049,13.0,125.0,0.9932,0.51,9.4,white,very acidic,bad
6.3,0.14,0.39,1.2,0.044,26.0,116.0,0.992,0.53,10.3,white,quite acidic,normal
8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,0.39,11.4,white,very acidic,bad
7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,0.47,9.0,white,extremly acidic,normal
7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,0.79,9.6,white,quite acidic,normal
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,0.5,10.5,white,very acidic,bad
7.2,0.19,0.39,1.2,0.036,32.0,85.0,0.9918,0.5,10.5,white,very acidic,bad
7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,0.47,9.0,white,extremly acidic,normal
7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,0.79,9.6,white,quite acidic,normal
7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,0.33,9.8,white,very acidic,normal
6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.9959,0.47,9.0,white,very acidic,bad
7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,0.33,9.8,white,very acidic,normal
7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,0.56,10.5,white,quite acidic,normal
7.0,0.22,0.31,2.7,0.03,41.0,136.0,0.9898,0.37,12.7,white,very acidic,good
7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,0.54,10.4,white,quite acidic,normal
7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,0.54,10.4,white,quite acidic,normal
7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,0.54,10.4,white,quite acidic,normal
6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,0.52,10.5,white,quite acidic,good
7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,0.54,10.4,white,quite acidic,normal
7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,0.54,10.4,white,quite acidic,normal
6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,0.45,9.4,white,very acidic,bad
7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,0.46,9.1,white,very acidic,bad
7.1,0.31,0.47,13.6,0.056,54.0,197.0,0.9978,0.49,9.3,white,very acidic,bad
6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,0.45,9.4,white,very acidic,bad
6.4,0.34,0.1,1.1,0.048,19.0,84.0,0.9927,0.38,9.8,white,quite acidic,bad
7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,0.61,9.9,white,very acidic,good
7.2,0.55,0.09,1.5,0.108,16.0,151.0,0.9938,0.57,9.2,white,very acidic,bad
7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,0.47,12.1,white,quite acidic,good
6.9,0.2,0.37,6.2,0.027,24.0,97.0,0.992,0.49,12.2,white,quite acidic,good
6.1,0.28,0.32,2.5,0.042,23.0,218.5,0.9935,0.6,9.8,white,quite acidic,bad
6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,0.64,12.4,white,quite acidic,good
7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,0.61,9.9,white,very acidic,good
6.2,0.35,0.04,1.2,0.06,23.0,108.0,0.9934,0.54,9.2,white,quite acidic,bad
6.7,0.22,0.37,1.6,0.028,24.0,102.0,0.9913,0.59,11.6,white,quite acidic,good
6.1,0.38,0.2,6.6,0.033,25.0,137.0,0.9938,0.69,10.4,white,quite acidic,normal
6.0,0.25,0.28,2.2,0.026,54.0,126.0,0.9898,0.65,12.9,white,midly acidic,good
6.6,0.52,0.44,12.2,0.048,54.0,245.0,0.9975,0.54,9.3,white,quite acidic,normal
6.9,0.24,0.36,20.8,0.031,40.0,139.0,0.9975,0.33,11.0,white,quite acidic,normal
7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,0.4,11.5,white,quite acidic,bad
5.8,0.28,0.27,2.6,0.054,30.0,156.0,0.9914,0.42,12.4,white,midly acidic,bad
6.5,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,0.53,9.8,white,midly acidic,normal
6.5,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,0.53,9.8,white,midly acidic,normal
6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,0.56,10.5,white,midly acidic,good
7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,0.54,9.1,white,very acidic,bad
6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.9921,0.44,10.1,white,quite acidic,bad
5.9,0.46,0.14,2.7,0.042,27.0,160.0,0.9931,0.51,10.6,white,midly acidic,good
6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,0.51,10.5,white,midly acidic,good
6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,0.56,10.5,white,midly acidic,good
6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,0.53,9.8,white,midly acidic,normal
6.3,0.23,0.31,1.5,0.022,11.0,82.0,0.9892,0.4,12.9,white,quite acidic,good
7.1,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,0.52,9.5,white,extremly acidic,bad
6.0,0.37,0.32,1.0,0.053,31.0,218.5,0.9924,0.72,9.8,white,quite acidic,normal
6.1,0.43,0.35,9.1,0.059,83.0,249.0,0.9971,0.5,8.5,white,quite acidic,bad
7.1,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,0.52,9.5,white,extremly acidic,bad
7.0,0.25,0.29,15.2,0.047,40.0,171.0,0.9982,0.45,9.3,white,quite acidic,bad
5.9,0.25,0.19,12.4,0.047,50.0,162.0,0.9973,0.38,9.5,white,quite acidic,bad
6.8,0.32,0.21,2.2,0.044,15.0,68.0,0.9932,0.39,9.4,white,very acidic,normal
7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,0.5,8.7,white,very acidic,bad
6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,0.46,8.9,white,extremly acidic,bad
7.0,0.14,0.32,9.0,0.039,54.0,141.0,0.9956,0.43,9.4,white,quite acidic,normal
6.8,0.32,0.21,2.2,0.044,15.0,68.0,0.9932,0.39,9.4,white,very acidic,normal
7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,0.5,8.7,white,very acidic,bad
7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,0.52,9.6,white,very acidic,bad
8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,0.73,9.3,white,very acidic,normal
6.5,0.38,0.34,3.4,0.036,34.0,200.0,0.9937,0.76,10.0,white,very acidic,bad
6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.99,0.45,12.5,white,quite acidic,normal
7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,0.48,9.6,white,quite acidic,good
5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,0.36,9.4,white,quite acidic,normal
7.0,0.24,0.51,11.0,0.029,55.0,227.0,0.9965,0.61,9.5,white,very acidic,bad
7.4,0.28,0.36,1.1,0.028,42.0,105.0,0.9893,0.39,12.4,white,extremly acidic,good
7.0,0.22,0.28,1.5,0.037,29.0,115.0,0.9927,0.55,10.5,white,very acidic,normal
7.1,0.55,0.13,1.7,0.073,21.0,165.0,0.994,0.58,9.2,white,extremly acidic,normal
6.3,0.22,0.33,1.7,0.041,67.0,164.0,0.9928,0.56,10.4,white,quite acidic,normal
6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,0.6,9.2,white,quite acidic,bad
5.9,0.36,0.41,1.3,0.047,45.0,104.0,0.9917,0.51,10.6,white,quite acidic,normal
5.8,0.25,0.24,13.3,0.044,41.0,137.0,0.9972,0.42,9.5,white,quite acidic,bad
6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,0.6,9.2,white,quite acidic,bad
6.2,0.37,0.3,6.6,0.346,79.0,200.0,0.9954,0.58,9.6,white,quite acidic,bad
6.2,0.18,0.38,1.5,0.028,36.0,117.0,0.993,0.54,9.7,white,midly acidic,normal
6.0,0.16,0.37,1.5,0.025,43.0,117.0,0.9928,0.51,9.7,white,midly acidic,normal
6.6,0.34,0.28,1.3,0.035,32.0,90.0,0.9916,0.42,10.7,white,very acidic,normal
7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.9936,0.68,10.5,white,quite acidic,normal
7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,0.45,8.9,white,very acidic,normal
7.0,0.28,0.36,1.0,0.035,8.0,70.0,0.9899,0.46,12.1,white,very acidic,normal
7.1,0.23,0.39,1.6,0.032,12.0,65.0,0.9898,0.4,12.7,white,quite acidic,good
7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,0.46,9.9,white,very acidic,normal
6.3,0.19,0.28,1.8,0.022,28.0,158.0,0.9907,0.64,11.4,white,quite acidic,normal
6.8,0.2,0.38,4.7,0.04,27.0,103.0,0.994,0.58,10.7,white,quite acidic,normal
5.7,0.44,0.13,7.0,0.025,28.0,173.0,0.9913,0.48,12.5,white,quite acidic,normal
7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,0.49,8.6,white,very acidic,bad
6.8,0.23,0.32,1.6,0.026,43.0,147.0,0.9904,0.54,12.5,white,quite acidic,normal
5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.992,0.66,10.0,white,quite acidic,bad
7.2,0.4,0.62,10.8,0.041,70.0,189.0,0.9976,0.49,8.6,white,very acidic,bad
7.2,0.28,0.54,16.7,0.045,54.0,200.0,0.999,0.49,9.5,white,very acidic,normal
6.8,0.19,0.58,14.2,0.038,51.0,164.0,0.9975,0.48,9.6,white,very acidic,normal
6.4,0.3,0.3,2.25,0.038,8.0,210.0,0.9937,0.62,9.9,white,quite acidic,normal
6.5,0.3,0.29,2.25,0.037,8.0,210.0,0.9937,0.62,9.9,white,very acidic,bad
7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.998,0.53,8.9,white,very acidic,normal
7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.998,0.53,8.9,white,very acidic,normal
7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.9944,0.52,8.8,white,very acidic,bad
6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,0.54,10.0,white,acidic,good
5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.9907,0.44,12.0,white,midly acidic,normal
6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,0.54,10.0,white,acidic,good
6.7,0.27,0.12,1.3,0.041,62.0,138.0,0.9921,0.42,10.0,white,quite acidic,normal
7.8,0.34,0.35,1.8,0.042,8.0,167.0,0.9908,0.41,12.1,white,very acidic,normal
7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,0.59,11.0,white,very acidic,normal
7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,0.33,11.2,white,quite acidic,normal
7.8,0.28,0.32,9.0,0.036,34.0,115.0,0.9952,0.39,10.3,white,very acidic,good
6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,0.47,10.4,white,quite acidic,normal
6.8,0.18,0.37,1.6,0.055,47.0,154.0,0.9934,0.45,9.1,white,very acidic,bad
7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.992,0.6,10.4,white,very acidic,normal
5.9,0.13,0.28,1.9,0.05,20.0,78.0,0.9918,0.64,10.8,white,midly acidic,normal
7.2,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,0.4,11.7,white,very acidic,bad
7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,0.74,9.8,white,very acidic,bad
7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,0.74,9.8,white,very acidic,bad
6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.9901,0.39,11.4,white,very acidic,normal
5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.9898,0.38,11.2,white,very acidic,normal
5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,0.34,11.4,white,quite acidic,bad
5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,0.45,9.2,white,very acidic,normal
7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,0.53,12.5,white,very acidic,bad
6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,0.44,12.6,white,quite acidic,normal
5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,0.35,12.2,white,midly acidic,normal
5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,0.45,11.2,white,midly acidic,normal
6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,0.79,9.7,white,midly acidic,normal
6.4,0.18,0.48,4.0,0.186,64.0,150.0,0.9945,0.4,9.3,white,very acidic,bad
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,9.0,white,very acidic,normal
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,9.0,white,very acidic,normal
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,9.0,white,very acidic,normal
7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,0.51,9.1,white,very acidic,bad
7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,0.51,9.1,white,very acidic,bad
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,9.0,white,very acidic,normal
6.1,0.24,0.3,1.5,0.045,22.0,61.0,0.992,0.54,10.4,white,quite acidic,bad
6.8,0.25,0.24,4.55,0.053,41.0,211.0,0.9955,0.67,9.5,white,quite acidic,normal
